sku,nome,categoria,cor,tamanho,preco,custo,estoque_minimo,loja,quantidade
VTX-CAM-001,Camiseta Urban Core,camiseta,preta,M,89.90,32.00,5,Shopping Curitiba - PR,14
VTX-CAM-001,Camiseta Urban Core,camiseta,preta,G,89.90,32.00,5,Shopping Curitiba - PR,8
VTX-CAM-001,Camiseta Urban Core,camiseta,preta,GG,89.90,32.00,5,Shopping Curitiba - PR,3
VTX-CAM-001,Camiseta Urban Core,camiseta,preta,PP,89.90,32.00,5,Shopping Iguatemi - SC,2
VTX-CAM-001,Camiseta Urban Core,camiseta,preta,P,89.90,32.00,5,Shopping Iguatemi - SC,10
VTX-CAM-001,Camiseta Urban Core,camiseta,preta,M,89.90,32.00,5,Shopping Iguatemi - SC,12
VTX-CAM-001,Camiseta Urban Core,camiseta,preta,G,89.90,32.00,5,Shopping Iguatemi - SC,6
VTX-CAM-001,Camiseta Urban Core,camiseta,preta,GG,89.90,32.00,5,Shopping Iguatemi - SC,2
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,PP,99.90,35.00,5,Av. Paulista - SP,7
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,P,99.90,35.00,5,Av. Paulista - SP,21
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,M,99.90,35.00,5,Av. Paulista - SP,24
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,G,99.90,35.00,5,Av. Paulista - SP,13
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,GG,99.90,35.00,5,Av. Paulista - SP,6
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,PP,99.90,35.00,5,Shopping Ibirapuera - SP,5
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,P,99.90,35.00,5,Shopping Ibirapuera - SP,20
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,M,99.90,35.00,5,Shopping Ibirapuera - SP,22
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,G,99.90,35.00,5,Shopping Ibirapuera - SP,11
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,GG,99.90,35.00,5,Shopping Ibirapuera - SP,5
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,PP,99.90,35.00,5,Shopping Eldorado - SP,4
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,P,99.90,35.00,5,Shopping Eldorado - SP,17
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,M,99.90,35.00,5,Shopping Eldorado - SP,20
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,G,99.90,35.00,5,Shopping Eldorado - SP,10
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,GG,99.90,35.00,5,Shopping Eldorado - SP,4
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,PP,99.90,35.00,5,Shopping Center Norte - SP,3
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,P,99.90,35.00,5,Shopping Center Norte - SP,15
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,M,99.90,35.00,5,Shopping Center Norte - SP,18
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,G,99.90,35.00,5,Shopping Center Norte - SP,9
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,GG,99.90,35.00,5,Shopping Center Norte - SP,3
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,PP,99.90,35.00,5,Shopping Morumbi - SP,4
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,P,99.90,35.00,5,Shopping Morumbi - SP,16
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,M,99.90,35.00,5,Shopping Morumbi - SP,19
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,G,99.90,35.00,5,Shopping Morumbi - SP,10
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,GG,99.90,35.00,5,Shopping Morumbi - SP,4
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,PP,99.90,35.00,5,Jardins - SP,4
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,P,99.90,35.00,5,Jardins - SP,14
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,M,99.90,35.00,5,Jardins - SP,17
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,G,99.90,35.00,5,Jardins - SP,9
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,GG,99.90,35.00,5,Jardins - SP,3
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,PP,99.90,35.00,5,Shopping RioSul - RJ,4
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,P,99.90,35.00,5,Shopping RioSul - RJ,15
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,M,99.90,35.00,5,Shopping RioSul - RJ,17
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,G,99.90,35.00,5,Shopping RioSul - RJ,9
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,GG,99.90,35.00,5,Shopping RioSul - RJ,3
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,PP,99.90,35.00,5,Barra Shopping - RJ,3
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,P,99.90,35.00,5,Barra Shopping - RJ,13
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,M,99.90,35.00,5,Barra Shopping - RJ,15
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,G,99.90,35.00,5,Barra Shopping - RJ,8
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,GG,99.90,35.00,5,Barra Shopping - RJ,4
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,PP,99.90,35.00,5,Shopping Tijuca - RJ,3
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,P,99.90,35.00,5,Shopping Tijuca - RJ,12
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,M,99.90,35.00,5,Shopping Tijuca - RJ,14
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,G,99.90,35.00,5,Shopping Tijuca - RJ,7
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,GG,99.90,35.00,5,Shopping Tijuca - RJ,2
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,PP,99.90,35.00,5,Shopping Curitiba - PR,4
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,P,99.90,35.00,5,Shopping Curitiba - PR,13
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,M,99.90,35.00,5,Shopping Curitiba - PR,15
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,G,99.90,35.00,5,Shopping Curitiba - PR,8
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,GG,99.90,35.00,5,Shopping Curitiba - PR,3
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,PP,99.90,35.00,5,Pátio Batel - PR,3
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,P,99.90,35.00,5,Pátio Batel - PR,11
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,M,99.90,35.00,5,Pátio Batel - PR,13
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,G,99.90,35.00,5,Pátio Batel - PR,7
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,GG,99.90,35.00,5,Pátio Batel - PR,2
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,PP,99.90,35.00,5,Beiramar Shopping - SC,2
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,P,99.90,35.00,5,Beiramar Shopping - SC,10
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,M,99.90,35.00,5,Beiramar Shopping - SC,12
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,G,99.90,35.00,5,Beiramar Shopping - SC,6
VTX-CAM-002,Camiseta Digital Wave,camiseta,branca,GG,99.90,35.00,5,Beiramar Shopping - SC,2
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,PP,109.90,38.00,4,Av. Paulista - SP,6
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,P,109.90,38.00,4,Av. Paulista - SP,20
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,M,109.90,38.00,4,Av. Paulista - SP,23
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,G,109.90,38.00,4,Av. Paulista - SP,12
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,GG,109.90,38.00,4,Av. Paulista - SP,5
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,PP,109.90,38.00,4,Shopping Ibirapuera - SP,5
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,P,109.90,38.00,4,Shopping Ibirapuera - SP,18
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,M,109.90,38.00,4,Shopping Ibirapuera - SP,21
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,G,109.90,38.00,4,Shopping Ibirapuera - SP,11
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,GG,109.90,38.00,4,Shopping Ibirapuera - SP,4
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,PP,109.90,38.00,4,Rua Oscar Freire - SP,4
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,P,109.90,38.00,4,Rua Oscar Freire - SP,16
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,M,109.90,38.00,4,Rua Oscar Freire - SP,19
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,G,109.90,38.00,4,Rua Oscar Freire - SP,10
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,GG,109.90,38.00,4,Rua Oscar Freire - SP,4
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,PP,109.90,38.00,4,Shopping Center Norte - SP,3
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,P,109.90,38.00,4,Shopping Center Norte - SP,14
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,M,109.90,38.00,4,Shopping Center Norte - SP,17
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,G,109.90,38.00,4,Shopping Center Norte - SP,9
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,GG,109.90,38.00,4,Shopping Center Norte - SP,3
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,PP,109.90,38.00,4,Shopping Anália Franco - SP,3
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,P,109.90,38.00,4,Shopping Anália Franco - SP,13
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,M,109.90,38.00,4,Shopping Anália Franco - SP,15
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,G,109.90,38.00,4,Shopping Anália Franco - SP,8
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,GG,109.90,38.00,4,Shopping Anália Franco - SP,2
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,PP,109.90,38.00,4,Shopping RioSul - RJ,4
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,P,109.90,38.00,4,Shopping RioSul - RJ,14
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,M,109.90,38.00,4,Shopping RioSul - RJ,16
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,G,109.90,38.00,4,Shopping RioSul - RJ,9
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,GG,109.90,38.00,4,Shopping RioSul - RJ,3
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,PP,109.90,38.00,4,Village Mall - RJ,3
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,P,109.90,38.00,4,Village Mall - RJ,13
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,M,109.90,38.00,4,Village Mall - RJ,15
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,G,109.90,38.00,4,Village Mall - RJ,8
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,GG,109.90,38.00,4,Village Mall - RJ,3
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,PP,109.90,38.00,4,Shopping Curitiba - PR,3
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,P,109.90,38.00,4,Shopping Curitiba - PR,12
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,M,109.90,38.00,4,Shopping Curitiba - PR,14
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,G,109.90,38.00,4,Shopping Curitiba - PR,7
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,GG,109.90,38.00,4,Shopping Curitiba - PR,2
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,PP,109.90,38.00,4,Rua XV de Novembro - PR,2
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,P,109.90,38.00,4,Rua XV de Novembro - PR,10
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,M,109.90,38.00,4,Rua XV de Novembro - PR,12
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,G,109.90,38.00,4,Rua XV de Novembro - PR,6
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,GG,109.90,38.00,4,Rua XV de Novembro - PR,2
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,PP,109.90,38.00,4,Norte Shopping Floripa - SC,2
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,P,109.90,38.00,4,Norte Shopping Floripa - SC,9
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,M,109.90,38.00,4,Norte Shopping Floripa - SC,11
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,G,109.90,38.00,4,Norte Shopping Floripa - SC,5
VTX-CAM-003,Camiseta Neon Grid,camiseta,cinza,GG,109.90,38.00,4,Norte Shopping Floripa - SC,1
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,PP,119.90,42.00,3,Av. Paulista - SP,5
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,P,119.90,42.00,3,Av. Paulista - SP,19
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,M,119.90,42.00,3,Av. Paulista - SP,22
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,G,119.90,42.00,3,Av. Paulista - SP,12
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,GG,119.90,42.00,3,Av. Paulista - SP,5
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,PP,119.90,42.00,3,Shopping Ibirapuera - SP,4
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,P,119.90,42.00,3,Shopping Ibirapuera - SP,17
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,M,119.90,42.00,3,Shopping Ibirapuera - SP,20
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,G,119.90,42.00,3,Shopping Ibirapuera - SP,10
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,GG,119.90,42.00,3,Shopping Ibirapuera - SP,4
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,PP,119.90,42.00,3,Rua Oscar Freire - SP,4
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,P,119.90,42.00,3,Rua Oscar Freire - SP,15
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,M,119.90,42.00,3,Rua Oscar Freire - SP,18
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,G,119.90,42.00,3,Rua Oscar Freire - SP,9
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,GG,119.90,42.00,3,Rua Oscar Freire - SP,3
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,PP,119.90,42.00,3,Jardins - SP,3
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,P,119.90,42.00,3,Jardins - SP,14
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,M,119.90,42.00,3,Jardins - SP,16
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,G,119.90,42.00,3,Jardins - SP,8
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,GG,119.90,42.00,3,Jardins - SP,3
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,PP,119.90,42.00,3,Shopping Morumbi - SP,3
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,P,119.90,42.00,3,Shopping Morumbi - SP,14
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,M,119.90,42.00,3,Shopping Morumbi - SP,17
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,G,119.90,42.00,3,Shopping Morumbi - SP,9
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,GG,119.90,42.00,3,Shopping Morumbi - SP,3
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,PP,119.90,42.00,3,Barra Shopping - RJ,3
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,P,119.90,42.00,3,Barra Shopping - RJ,13
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,M,119.90,42.00,3,Barra Shopping - RJ,15
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,G,119.90,42.00,3,Barra Shopping - RJ,8
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,GG,119.90,42.00,3,Barra Shopping - RJ,2
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,PP,119.90,42.00,3,Shopping Tijuca - RJ,2
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,P,119.90,42.00,3,Shopping Tijuca - RJ,11
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,M,119.90,42.00,3,Shopping Tijuca - RJ,13
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,G,119.90,42.00,3,Shopping Tijuca - RJ,7
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,GG,119.90,42.00,3,Shopping Tijuca - RJ,2
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,PP,119.90,42.00,3,Pátio Batel - PR,2
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,P,119.90,42.00,3,Pátio Batel - PR,11
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,M,119.90,42.00,3,Pátio Batel - PR,13
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,G,119.90,42.00,3,Pátio Batel - PR,7
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,GG,119.90,42.00,3,Pátio Batel - PR,2
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,PP,119.90,42.00,3,Shopping Iguatemi - SC,2
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,P,119.90,42.00,3,Shopping Iguatemi - SC,9
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,M,119.90,42.00,3,Shopping Iguatemi - SC,11
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,G,119.90,42.00,3,Shopping Iguatemi - SC,5
VTX-CAM-004,Camiseta Oversized Flux,camiseta,verde musgo,GG,119.90,42.00,3,Shopping Iguatemi - SC,1
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,PP,94.90,33.00,5,Av. Paulista - SP,6
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,P,94.90,33.00,5,Av. Paulista - SP,21
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,M,94.90,33.00,5,Av. Paulista - SP,24
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,G,94.90,33.00,5,Av. Paulista - SP,13
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,GG,94.90,33.00,5,Av. Paulista - SP,6
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,PP,94.90,33.00,5,Shopping Ibirapuera - SP,5
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,P,94.90,33.00,5,Shopping Ibirapuera - SP,19
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,M,94.90,33.00,5,Shopping Ibirapuera - SP,22
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,G,94.90,33.00,5,Shopping Ibirapuera - SP,11
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,GG,94.90,33.00,5,Shopping Ibirapuera - SP,5
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,PP,94.90,33.00,5,Shopping Eldorado - SP,4
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,P,94.90,33.00,5,Shopping Eldorado - SP,16
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,M,94.90,33.00,5,Shopping Eldorado - SP,19
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,G,94.90,33.00,5,Shopping Eldorado - SP,10
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,GG,94.90,33.00,5,Shopping Eldorado - SP,4
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,PP,94.90,33.00,5,Shopping Center Norte - SP,4
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,P,94.90,33.00,5,Shopping Center Norte - SP,15
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,M,94.90,33.00,5,Shopping Center Norte - SP,18
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,G,94.90,33.00,5,Shopping Center Norte - SP,9
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,GG,94.90,33.00,5,Shopping Center Norte - SP,3
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,PP,94.90,33.00,5,Shopping Anália Franco - SP,3
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,P,94.90,33.00,5,Shopping Anália Franco - SP,14
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,M,94.90,33.00,5,Shopping Anália Franco - SP,16
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,G,94.90,33.00,5,Shopping Anália Franco - SP,8
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,GG,94.90,33.00,5,Shopping Anália Franco - SP,3
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,PP,94.90,33.00,5,Shopping RioSul - RJ,4
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,P,94.90,33.00,5,Shopping RioSul - RJ,14
VTX-CAM-005,Camiseta Minimal Byte,camiseta,azul marinho,M,94.90,33.00,5,Shopping RioSul - RJ,16
